seed,N_hidden,w,T,worst_bacc,exact_trial,mechanism_valid,pass_90,max_centroid_error,minimum_window_activity,selected_update,bacc_q0_AND,activity_q0,bacc_q1_OR,activity_q1,bacc_q2_XOR,activity_q2,bacc_q3_XNOR,activity_q3,bacc_q4_NAND,activity_q4,bacc_q5_NOR,activity_q5
4049,3,6,46,0.994140625,0.98193359375,True,True,0.09100723266601562,0.439453125,550,0.9993489980697632,0.75048828125,0.9944661855697632,0.439453125,0.994140625,1.0,0.99951171875,0.791015625,0.9977213144302368,1.0,0.9993489980697632,0.75244140625
4049,3,8,58,0.9951171875,0.98828125,True,True,0.14372634887695312,0.25,550,0.99609375,0.751953125,1.0,0.25,0.9951171875,0.90673828125,0.9970703125,0.7509765625,0.9990234375,0.9169921875,0.9990234375,0.74853515625
4049,3,10,70,0.99658203125,0.99072265625,True,True,0.10192489624023438,0.25048828125,600,1.0,0.75,0.9996744394302368,0.25048828125,0.99658203125,0.84765625,0.9970703125,0.75048828125,0.9977213144302368,1.0,0.9993489980697632,0.7490234375
4049,3,14,94,0.998046875,0.9951171875,True,True,0.2195587158203125,0.25,575,0.9996744394302368,0.74951171875,0.9990234375,0.25,0.9990234375,0.99853515625,0.9990234375,0.8896484375,0.998046875,0.25146484375,1.0,0.7529296875
4049,3,20,130,0.986328125,0.98046875,True,True,0.24615478515625,0.2490234375,600,0.9986978769302368,0.748046875,1.0,0.25,0.998046875,0.498046875,0.986328125,0.75390625,0.998046875,0.2490234375,0.9990234375,0.74853515625
4049,3,26,166,0.998046875,0.99462890625,True,True,0.4365234375,0.2490234375,575,0.9993489980697632,0.7490234375,0.9990234375,0.24951171875,0.99853515625,0.49853515625,0.9990234375,0.5,0.998046875,0.2490234375,0.9996744394302368,0.74951171875
4049,4,4,34,0.9807943105697632,0.95849609375,True,True,0.019134521484375,0.75048828125,600,1.0,1.0,0.9990234375,0.75048828125,0.98486328125,0.759765625,0.9853515625,0.751953125,0.9807943105697632,1.0,0.9990234375,0.87451171875
4049,4,5,40,0.994140625,0.986328125,True,True,0.031156539916992188,0.97705078125,600,1.0,1.0,0.9977213144302368,1.0,0.994140625,0.97705078125,0.99853515625,0.98779296875,0.9977213144302368,0.99609375,0.9973958730697632,0.99755859375
4049,4,6,46,0.9967447519302368,0.9931640625,True,True,0.12942886352539062,0.9970703125,525,0.9996744394302368,1.0,0.9996744394302368,1.0,0.998046875,0.998046875,0.99951171875,1.0,0.9967447519302368,0.9970703125,0.9996744394302368,0.99951171875
4049,4,8,58,0.9986978769302368,0.998046875,True,True,0.072418212890625,0.75,600,0.9996744394302368,1.0,1.0,1.0,0.99951171875,0.9931640625,1.0,0.75,0.9986978769302368,0.9990234375,1.0,0.8720703125
4049,4,10,70,0.9986978769302368,0.9970703125,True,True,0.19823837280273438,0.99951171875,550,1.0,1.0,1.0,1.0,0.9990234375,1.0,0.99951171875,0.99951171875,0.9986978769302368,1.0,0.9996744394302368,1.0
4049,4,14,94,0.998046875,0.9970703125,True,True,0.30461883544921875,0.99853515625,550,0.9996744394302368,1.0,1.0,1.0,1.0,1.0,0.99853515625,0.99951171875,0.998046875,1.0,1.0,0.99853515625
4049,4,20,130,0.99951171875,0.9990234375,True,True,0.46929931640625,0.998046875,550,1.0,0.99951171875,1.0,1.0,0.99951171875,1.0,1.0,1.0,0.9996744394302368,0.998046875,1.0,1.0
4049,4,26,166,0.99951171875,0.9990234375,True,True,0.4754486083984375,0.99951171875,575,0.9996744394302368,0.99951171875,1.0,1.0,0.99951171875,0.99951171875,1.0,1.0,1.0,0.99951171875,1.0,1.0
4049,5,4,34,0.98291015625,0.9619140625,True,True,0.09111213684082031,0.7587890625,500,0.9990234375,1.0,0.9996744394302368,1.0,0.99755859375,0.9599609375,0.98291015625,0.880859375,0.9899088144302368,0.7587890625,0.9957681894302368,0.9658203125
4049,5,5,40,0.99755859375,0.9921875,True,True,0.045452117919921875,0.52099609375,575,0.9996744394302368,1.0,0.9986978769302368,1.0,0.99951171875,0.95361328125,0.99755859375,0.52099609375,0.998046875,0.75439453125,0.9983724355697632,0.998046875
