accuracy,arrival_auxiliary_weight,balanced_accuracy,collision_rate,complete,condition,correct_target_time_rate,delay_learning_rate,delay_pass,delay_tying,encoding,exact_interface_completion,exact_target_spike_train_matches,exact_truth_table_completion,final_delay_fraction_within_tolerance,final_delay_max_error_steps,final_delay_max_steps,final_delay_mean_steps,final_delay_min_steps,fixed_delay_steps,full_batch_updates,full_pass,functional_delay_override,granularity,hidden_active_pattern_count,independent_delay_parameters,initial_delay_mean_steps,initial_gradient_pass,initial_interface_exact_patterns,initial_raw,initial_task_gradient_correct_coordinate_fraction,initial_task_gradient_nonzero_coordinate_fraction,interface_pass,learned_delay,mean_output_spikes_per_trial,normalization_factor,optimizer_state_inherited,parent_checkpoint,protocol_id,seed,selection_role,silent_rate,stage,target_delay_steps,task_loss_weight,test_split_opened,trainable_components,weight_learning_rate
1.0,0.0,1.0,0.0,True,task_delay_only,1.0,0.01,False,post_neuron,consecutive_microburst,True,4,True,0.0,1.3343172073364258,4.571977615356445,3.5952625274658203,2.665682792663574,,500,False,3.0,per_hidden_neuron,4,16,3.000000238418579,False,0,-2.0,0.875,1.0,True,True,1.0,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2521\final_model.pt,xor_task_derived_timing_withdrawal_v1,2521,task_delay_only,0.0,stage_w2_withdrawal_recovery,4.0,1.0,False,['input_hidden_delays'],0.01
1.0,0.0,1.0,0.0,True,task_joint,1.0,0.01,False,post_neuron,consecutive_microburst,True,4,True,0.0,1.1248180866241455,3.6779251098632812,3.262406587600708,2.8751819133758545,,500,False,3.0,per_hidden_neuron,4,16,3.000000238418579,False,0,-2.0,0.875,1.0,True,True,1.0,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2521\final_model.pt,xor_task_derived_timing_withdrawal_v1,2521,task_joint,0.0,stage_w2_withdrawal_recovery,4.0,1.0,False,"['hidden_output_weights', 'input_hidden_delays', 'input_hidden_weights']",0.01
1.0,0.0,1.0,0.0,True,task_weight_only,0.0,0.01,False,post_neuron,consecutive_microburst,False,0,True,0.0,0.9999997615814209,3.000000238418579,3.000000238418579,3.000000238418579,,500,False,3.0,per_hidden_neuron,4,16,3.000000238418579,False,0,-2.0,0.0,0.0,False,True,1.0,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2521\final_model.pt,xor_task_derived_timing_withdrawal_v1,2521,task_weight_only,0.0,stage_w2_withdrawal_recovery,4.0,1.0,False,"['hidden_output_weights', 'input_hidden_weights']",0.01
1.0,0.16,1.0,0.0,True,oracle_delay_only,1.0,0.01,True,post_neuron,consecutive_microburst,True,4,True,1.0,0.0,4.0,4.0,4.0,,500,True,3.0,per_hidden_neuron,4,16,3.000000238418579,True,0,-2.0,1.0,1.0,True,True,1.0,16.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2539\final_model.pt,xor_task_derived_timing_withdrawal_v1,2539,oracle_delay_only,0.0,stage_w2_withdrawal_recovery,4.0,0.0,False,['input_hidden_delays'],0.01
1.0,0.0,1.0,0.0,True,task_delay_only,1.0,0.01,False,post_neuron,consecutive_microburst,True,4,True,0.0,1.5614089965820312,3.596022129058838,3.2041847705841064,2.4385910034179688,,500,False,3.0,per_hidden_neuron,4,16,3.000000238418579,False,0,-2.0,0.6875,1.0,True,True,1.0,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2539\final_model.pt,xor_task_derived_timing_withdrawal_v1,2539,task_delay_only,0.0,stage_w2_withdrawal_recovery,4.0,1.0,False,['input_hidden_delays'],0.01
1.0,0.0,1.0,0.0,True,task_joint,1.0,0.01,False,post_neuron,consecutive_microburst,True,4,True,0.0625,1.642798900604248,3.90101957321167,3.179494619369507,2.357201099395752,,500,False,3.0,per_hidden_neuron,4,16,3.000000238418579,False,0,-2.0,0.6875,1.0,True,True,1.0,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2539\final_model.pt,xor_task_derived_timing_withdrawal_v1,2539,task_joint,0.0,stage_w2_withdrawal_recovery,4.0,1.0,False,"['hidden_output_weights', 'input_hidden_delays', 'input_hidden_weights']",0.01
1.0,0.0,1.0,0.0,True,task_weight_only,0.0,0.01,False,post_neuron,consecutive_microburst,False,0,True,0.0,0.9999997615814209,3.000000238418579,3.000000238418579,3.000000238418579,,500,False,3.0,per_hidden_neuron,4,16,3.000000238418579,False,0,-2.0,0.0,0.0,False,True,0.75,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2539\final_model.pt,xor_task_derived_timing_withdrawal_v1,2539,task_weight_only,0.25,stage_w2_withdrawal_recovery,4.0,1.0,False,"['hidden_output_weights', 'input_hidden_weights']",0.01
1.0,0.16,1.0,0.0,True,oracle_delay_only,1.0,0.01,True,post_neuron,consecutive_microburst,True,4,True,1.0,0.0,4.0,4.0,4.0,,500,True,3.0,per_hidden_neuron,4,16,3.000000238418579,True,0,-2.0,1.0,1.0,True,True,1.0,16.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2551\final_model.pt,xor_task_derived_timing_withdrawal_v1,2551,oracle_delay_only,0.0,stage_w2_withdrawal_recovery,4.0,0.0,False,['input_hidden_delays'],0.01
1.0,0.0,1.0,0.0,True,task_delay_only,0.75,0.01,False,post_neuron,consecutive_microburst,False,3,True,0.0625,2.3315556049346924,4.125007152557373,3.3361191749572754,1.6684443950653076,,500,False,3.0,per_hidden_neuron,4,16,3.000000238418579,False,0,-2.0,0.875,1.0,False,True,1.0,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2551\final_model.pt,xor_task_derived_timing_withdrawal_v1,2551,task_delay_only,0.0,stage_w2_withdrawal_recovery,4.0,1.0,False,['input_hidden_delays'],0.01
1.0,0.0,1.0,0.0,True,task_joint,1.0,0.01,False,post_neuron,consecutive_microburst,True,4,True,0.125,1.4138383865356445,3.943633794784546,3.408964157104492,2.5861616134643555,,500,False,3.0,per_hidden_neuron,4,16,3.000000238418579,False,0,-2.0,0.875,1.0,True,True,1.0,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2551\final_model.pt,xor_task_derived_timing_withdrawal_v1,2551,task_joint,0.0,stage_w2_withdrawal_recovery,4.0,1.0,False,"['hidden_output_weights', 'input_hidden_delays', 'input_hidden_weights']",0.01
1.0,0.0,1.0,0.0,True,task_weight_only,0.0,0.01,False,post_neuron,consecutive_microburst,False,0,True,0.0,0.9999997615814209,3.000000238418579,3.000000238418579,3.000000238418579,,500,False,3.0,per_hidden_neuron,4,16,3.000000238418579,False,0,-2.0,0.0,0.0,False,True,1.0,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2551\final_model.pt,xor_task_derived_timing_withdrawal_v1,2551,task_weight_only,0.0,stage_w2_withdrawal_recovery,4.0,1.0,False,"['hidden_output_weights', 'input_hidden_weights']",0.01
1.0,0.16,1.0,0.0,True,oracle_delay_only,1.0,0.01,True,post_neuron,consecutive_microburst,True,4,True,1.0,0.0,4.0,4.0,4.0,,500,True,3.0,per_hidden_neuron,4,16,3.000000238418579,True,0,-2.0,1.0,1.0,True,True,1.0,16.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2579\final_model.pt,xor_task_derived_timing_withdrawal_v1,2579,oracle_delay_only,0.0,stage_w2_withdrawal_recovery,4.0,0.0,False,['input_hidden_delays'],0.01
1.0,0.0,1.0,0.0,True,task_delay_only,1.0,0.01,False,post_neuron,consecutive_microburst,True,4,True,0.0,1.4292092323303223,3.539240598678589,3.3704402446746826,2.5707907676696777,,500,False,3.0,per_hidden_neuron,4,16,3.000000238418579,False,0,-2.0,0.875,1.0,True,True,1.0,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2579\final_model.pt,xor_task_derived_timing_withdrawal_v1,2579,task_delay_only,0.0,stage_w2_withdrawal_recovery,4.0,1.0,False,['input_hidden_delays'],0.01
1.0,0.0,1.0,0.0,True,task_joint,1.0,0.01,False,post_neuron,consecutive_microburst,True,4,True,0.125,1.6422600746154785,4.080380439758301,3.328627586364746,2.3577399253845215,,500,False,3.0,per_hidden_neuron,4,16,3.000000238418579,False,0,-2.0,0.875,1.0,True,True,1.0,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2579\final_model.pt,xor_task_derived_timing_withdrawal_v1,2579,task_joint,0.0,stage_w2_withdrawal_recovery,4.0,1.0,False,"['hidden_output_weights', 'input_hidden_delays', 'input_hidden_weights']",0.01
1.0,0.0,1.0,0.0,True,task_weight_only,0.0,0.01,False,post_neuron,consecutive_microburst,False,0,True,0.0,0.9999997615814209,3.000000238418579,3.000000238418579,3.000000238418579,,500,False,3.0,per_hidden_neuron,4,16,3.000000238418579,False,0,-2.0,0.0,0.0,False,True,1.0,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2579\final_model.pt,xor_task_derived_timing_withdrawal_v1,2579,task_weight_only,0.0,stage_w2_withdrawal_recovery,4.0,1.0,False,"['hidden_output_weights', 'input_hidden_weights']",0.01
1.0,0.16,1.0,0.0,True,oracle_delay_only,1.0,0.01,True,post_neuron,consecutive_microburst,True,4,True,1.0,0.0,4.0,4.0,4.0,,500,True,5.0,per_hidden_neuron,4,16,5.0,True,0,-2.0,1.0,1.0,True,True,1.0,16.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2503\final_model.pt,xor_task_derived_timing_withdrawal_v1,2503,oracle_delay_only,0.0,stage_w2_withdrawal_recovery,4.0,0.0,False,['input_hidden_delays'],0.01
1.0,0.0,1.0,0.0,True,task_delay_only,0.0,0.01,False,post_neuron,consecutive_microburst,False,0,True,0.0,3.8663253784179688,7.866325378417969,3.6930158138275146,0.2603225111961365,,500,False,5.0,per_hidden_neuron,4,16,5.0,False,0,-2.0,0.0625,1.0,False,True,1.0,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2503\final_model.pt,xor_task_derived_timing_withdrawal_v1,2503,task_delay_only,0.0,stage_w2_withdrawal_recovery,4.0,1.0,False,['input_hidden_delays'],0.01
1.0,0.0,1.0,0.0,True,task_joint,1.0,0.01,False,post_neuron,consecutive_microburst,True,4,True,0.3125,1.5907187461853027,5.590718746185303,4.253811836242676,3.3664379119873047,,500,False,5.0,per_hidden_neuron,4,16,5.0,False,0,-2.0,0.0625,1.0,True,True,1.0,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2503\final_model.pt,xor_task_derived_timing_withdrawal_v1,2503,task_joint,0.0,stage_w2_withdrawal_recovery,4.0,1.0,False,"['hidden_output_weights', 'input_hidden_delays', 'input_hidden_weights']",0.01
1.0,0.0,1.0,0.0,True,task_weight_only,0.25,0.01,False,post_neuron,consecutive_microburst,False,1,True,0.0,1.0,5.0,5.0,5.0,,500,False,5.0,per_hidden_neuron,4,16,5.0,False,0,-2.0,0.0,0.0,False,True,1.0,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2503\final_model.pt,xor_task_derived_timing_withdrawal_v1,2503,task_weight_only,0.0,stage_w2_withdrawal_recovery,4.0,1.0,False,"['hidden_output_weights', 'input_hidden_weights']",0.01
1.0,0.16,1.0,0.0,True,oracle_delay_only,1.0,0.01,True,post_neuron,consecutive_microburst,True,4,True,1.0,0.0,4.0,4.0,4.0,,500,True,5.0,per_hidden_neuron,4,16,5.0,True,0,-2.0,1.0,1.0,True,True,1.0,16.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2521\final_model.pt,xor_task_derived_timing_withdrawal_v1,2521,oracle_delay_only,0.0,stage_w2_withdrawal_recovery,4.0,0.0,False,['input_hidden_delays'],0.01
0.75,0.0,0.75,0.25,True,task_delay_only,0.0,0.01,False,post_neuron,consecutive_microburst,False,0,False,0.0625,3.838782787322998,7.838782787322998,3.743039608001709,0.3764440715312958,,500,False,5.0,per_hidden_neuron,4,16,5.0,False,0,-2.0,0.0625,1.0,False,True,1.0,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2521\final_model.pt,xor_task_derived_timing_withdrawal_v1,2521,task_delay_only,0.25,stage_w2_withdrawal_recovery,4.0,1.0,False,['input_hidden_delays'],0.01
1.0,0.0,1.0,0.0,True,task_joint,0.75,0.01,False,post_neuron,consecutive_microburst,False,3,True,0.25,2.053934097290039,6.053934097290039,4.450534820556641,3.416599750518799,,500,False,5.0,per_hidden_neuron,4,16,5.0,False,0,-2.0,0.0625,1.0,False,True,1.0,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2521\final_model.pt,xor_task_derived_timing_withdrawal_v1,2521,task_joint,0.0,stage_w2_withdrawal_recovery,4.0,1.0,False,"['hidden_output_weights', 'input_hidden_delays', 'input_hidden_weights']",0.01
1.0,0.0,1.0,0.0,True,task_weight_only,0.0,0.01,False,post_neuron,consecutive_microburst,False,0,True,0.0,1.0,5.0,5.0,5.0,,500,False,5.0,per_hidden_neuron,4,16,5.0,False,0,-2.0,0.0,0.0,False,True,0.75,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2521\final_model.pt,xor_task_derived_timing_withdrawal_v1,2521,task_weight_only,0.25,stage_w2_withdrawal_recovery,4.0,1.0,False,"['hidden_output_weights', 'input_hidden_weights']",0.01
1.0,0.16,1.0,0.0,True,oracle_delay_only,1.0,0.01,True,post_neuron,consecutive_microburst,True,4,True,1.0,0.0,4.0,4.0,4.0,,500,True,5.0,per_hidden_neuron,4,16,5.0,True,0,-2.0,1.0,1.0,True,True,1.0,16.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2539\final_model.pt,xor_task_derived_timing_withdrawal_v1,2539,oracle_delay_only,0.0,stage_w2_withdrawal_recovery,4.0,0.0,False,['input_hidden_delays'],0.01
1.0,0.0,1.0,0.25,True,task_delay_only,0.5,0.01,False,post_neuron,consecutive_microburst,False,1,True,0.0,3.868307113647461,7.868307113647461,4.748112678527832,0.21374458074569702,,500,False,5.0,per_hidden_neuron,4,16,5.0,False,0,-2.0,0.3125,1.0,False,True,1.25,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2539\final_model.pt,xor_task_derived_timing_withdrawal_v1,2539,task_delay_only,0.0,stage_w2_withdrawal_recovery,4.0,1.0,False,['input_hidden_delays'],0.01
1.0,0.0,1.0,0.0,True,task_joint,1.0,0.01,False,post_neuron,consecutive_microburst,True,4,True,0.125,1.4606924057006836,5.460692405700684,4.633960723876953,3.8381128311157227,,500,False,5.0,per_hidden_neuron,4,16,5.0,False,0,-2.0,0.3125,1.0,True,True,1.0,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2539\final_model.pt,xor_task_derived_timing_withdrawal_v1,2539,task_joint,0.0,stage_w2_withdrawal_recovery,4.0,1.0,False,"['hidden_output_weights', 'input_hidden_delays', 'input_hidden_weights']",0.01
0.75,0.0,0.75,0.25,True,task_weight_only,0.5,0.01,False,post_neuron,consecutive_microburst,False,2,False,0.0,1.0,5.0,5.0,5.0,,500,False,5.0,per_hidden_neuron,4,16,5.0,False,0,-2.0,0.0,0.0,False,True,1.25,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2539\final_model.pt,xor_task_derived_timing_withdrawal_v1,2539,task_weight_only,0.0,stage_w2_withdrawal_recovery,4.0,1.0,False,"['hidden_output_weights', 'input_hidden_weights']",0.01
1.0,0.16,1.0,0.0,True,oracle_delay_only,1.0,0.01,True,post_neuron,consecutive_microburst,True,4,True,1.0,0.0,4.0,4.0,4.0,,500,True,5.0,per_hidden_neuron,4,16,5.0,True,0,-2.0,1.0,1.0,True,True,1.0,16.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2551\final_model.pt,xor_task_derived_timing_withdrawal_v1,2551,oracle_delay_only,0.0,stage_w2_withdrawal_recovery,4.0,0.0,False,['input_hidden_delays'],0.01
0.5,0.0,0.5,0.0,True,task_delay_only,0.0,0.01,False,post_neuron,consecutive_microburst,False,0,False,0.0,3.8165106773376465,7.8165106773376465,3.7316222190856934,0.343427836894989,,500,False,5.0,per_hidden_neuron,4,16,5.0,False,0,-2.0,0.125,1.0,False,True,1.0,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2551\final_model.pt,xor_task_derived_timing_withdrawal_v1,2551,task_delay_only,0.25,stage_w2_withdrawal_recovery,4.0,1.0,False,['input_hidden_delays'],0.01
1.0,0.0,1.0,0.0,True,task_joint,1.0,0.01,False,post_neuron,consecutive_microburst,True,4,True,0.0,1.4118003845214844,5.411800384521484,4.737850189208984,4.214646816253662,,500,False,5.0,per_hidden_neuron,4,16,5.0,False,0,-2.0,0.125,1.0,True,True,1.0,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2551\final_model.pt,xor_task_derived_timing_withdrawal_v1,2551,task_joint,0.0,stage_w2_withdrawal_recovery,4.0,1.0,False,"['hidden_output_weights', 'input_hidden_delays', 'input_hidden_weights']",0.01
1.0,0.0,1.0,0.0,True,task_weight_only,1.0,0.01,False,post_neuron,consecutive_microburst,True,4,True,0.0,1.0,5.0,5.0,5.0,,500,True,5.0,per_hidden_neuron,4,16,5.0,False,0,-2.0,0.0,0.0,True,True,1.0,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2551\final_model.pt,xor_task_derived_timing_withdrawal_v1,2551,task_weight_only,0.0,stage_w2_withdrawal_recovery,4.0,1.0,False,"['hidden_output_weights', 'input_hidden_weights']",0.01
1.0,0.16,1.0,0.0,True,oracle_delay_only,1.0,0.01,True,post_neuron,consecutive_microburst,True,4,True,1.0,0.0,4.0,4.0,4.0,,500,True,5.0,per_hidden_neuron,4,16,5.0,True,0,-2.0,1.0,1.0,True,True,1.0,16.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2579\final_model.pt,xor_task_derived_timing_withdrawal_v1,2579,oracle_delay_only,0.0,stage_w2_withdrawal_recovery,4.0,0.0,False,['input_hidden_delays'],0.01
0.75,0.0,0.75,0.25,True,task_delay_only,0.0,0.01,False,post_neuron,consecutive_microburst,False,0,False,0.0625,3.854767322540283,7.854767322540283,5.982497215270996,0.2765580415725708,,500,False,5.0,per_hidden_neuron,4,16,5.0,False,0,-2.0,0.125,1.0,False,True,1.25,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2579\final_model.pt,xor_task_derived_timing_withdrawal_v1,2579,task_delay_only,0.0,stage_w2_withdrawal_recovery,4.0,1.0,False,['input_hidden_delays'],0.01
1.0,0.0,1.0,0.0,True,task_joint,0.75,0.01,False,post_neuron,consecutive_microburst,False,3,True,0.1875,1.9534125328063965,5.9534125328063965,4.595361232757568,2.495290517807007,,500,False,5.0,per_hidden_neuron,4,16,5.0,False,0,-2.0,0.125,1.0,False,True,1.0,0.0,False,runs\exploratory\xor_task_derived_timing_withdrawal_v1\stage_w0_foundation\per_hidden_oracle_foundation\seed_2579\final_model.pt,xor_task_derived_timing_withdrawal_v1,2579,task_joint,0.0,stage_w2_withdrawal_recovery,4.0,1.0,False,"['hidden_output_weights', 'input_hidden_delays', 'input_hidden_weights']",0.01
