op,train_mode,hidden_size,delay_param_type,delay_step,fixed_delay_value,n_seeds,acc_mean,acc_std,acc_ci95,spikes_mean,throughput_mean,density_mean
XNOR,weights_only,50,sigmoid,1.0,0.0,1,0.5920000076293945,0.0,0.0,15.812000274658203,0.06324310540284356,0.0004
XOR,delays_only,10,sigmoid,1.0,,1,0.5339999794960022,0.0,0.0,0.2619999945163727,3.816793973014793,0.002
XOR,delays_only,20,sigmoid,1.0,,1,0.6240000128746033,0.0,0.0,1.6100000143051147,0.6211180069036246,0.001
XOR,delays_only,50,sigmoid,1.0,,1,0.6019999980926514,0.0,0.0,2.5820000171661377,0.38729666667374596,0.0004
XOR,weights_and_delays,10,sigmoid,1.0,,1,0.8600000143051147,0.0,0.0,4.986000061035156,0.20056156994759192,0.002
XOR,weights_and_delays,20,sigmoid,1.0,,1,0.902999997138977,0.0,0.0,7.790999889373779,0.12835322990620365,0.001
XOR,weights_and_delays,50,sigmoid,1.0,,1,0.9319999814033508,0.0,0.0,19.718000411987305,0.05071508160594534,0.0004
XOR,weights_only,10,sigmoid,1.0,0.0,1,0.5550000071525574,0.0,0.0,4.256999969482422,0.23490721333540035,0.002
XOR,weights_only,20,sigmoid,1.0,0.0,1,0.546999990940094,0.0,0.0,4.875999927520752,0.20508613922569507,0.001
XOR,weights_only,50,sigmoid,1.0,0.0,1,0.5950000286102295,0.0,0.0,15.140000343322754,0.06605019665280479,0.0004
