auxiliary_source,auxiliary_weight,complete,condition,condition_role,convergence_step,direct_delay_supervision,direction_coordinate_initial,direction_coordinate_target,final_auxiliary_loss,final_current_centroid,final_delay_steps,final_hard_loss,final_hard_spike_arrival,final_hard_spike_count,final_hard_spike_w1_steps,final_nominal_delay_error_steps,final_pre_reset_centroid,final_total_loss,final_total_raw_gradient,hard_weight,initial_auxiliary_raw_gradient,initial_current_centroid,initial_delay_steps,initial_gradient_conflict,initial_hard_raw_gradient,initial_hard_spike_arrival,initial_hard_spike_count,initial_hard_spike_w1_steps,initial_pre_reset_centroid,initial_raw,initial_total_raw_gradient,learning_rate,maximum_hard_spike_count_during_training,minimum_hard_spike_count_during_training,optimizer_steps,protocol_id,recovered_exact_hard_arrival,stochastic_seed,target_arrival_step,target_current_centroid,target_hard_spike_arrival,target_nominal_delay_steps,target_pre_reset_centroid,test_split_opened
synaptic_current,0.01,True,hard_plus_current_lam_0p01,compatibility_candidate,72,False,3.1438896656036377,8.0,0.0020184526219964027,8.063536643981934,5.063536643981934,0.0,8.0,1.0,0.0,0.0635366439819336,8.0,2.018452505581081e-05,0.0011808992130681872,1.0,-0.6861764192581177,3.1438896656036377,0.1438896805047989,False,-0.019849730655550957,3.0,1.0,5.0,3.0,-4.0,-0.026711491867899895,0.05,1.0,1.0,200,delay_hard_output_soft_credit_level0d_v1,True,,8,8.0,8.0,5.0,8.0,False
synaptic_current,0.01,True,hard_plus_current_lam_0p01,compatibility_candidate,48,False,3.9536232948303223,8.0,0.0006112935952842236,8.034965515136719,5.034965991973877,0.0,8.0,1.0,0.0,0.03496599197387695,8.0,6.112935807323083e-06,0.0006524932687170804,1.0,-3.3987491130828857,3.9536232948303223,0.953623354434967,False,-0.05020797252655029,4.0,1.0,4.0,3.955491065979004,-2.0,-0.08419545739889145,0.05,1.0,1.0,200,delay_hard_output_soft_credit_level0d_v1,True,,8,8.0,8.0,5.0,8.0,False
synaptic_current,0.01,True,hard_plus_current_lam_0p01,compatibility_candidate,5,False,7.0,8.0,2.6266206987202168e-09,7.999927520751953,4.999927520751953,0.0,8.0,1.0,0.0,7.2479248046875e-05,7.999927520751953,2.6266206223923838e-11,-1.35899938413786e-06,1.0,-2.0,7.0,4.0,False,-0.07499024271965027,7.0,1.0,1.0,7.0,0.0,-0.09499023854732513,0.05,1.0,1.0,200,delay_hard_output_soft_credit_level0d_v1,True,,8,8.0,8.0,5.0,8.0,False
synaptic_current,0.01,True,hard_plus_current_lam_0p01,compatibility_candidate,,False,10.04637622833252,8.0,3.801778793334961,10.757454872131348,7.757454872131348,0.16055676341056824,11.0,1.0,3.0,2.7574548721313477,10.801105499267578,0.19857454299926758,-4.303332752897404e-05,1.0,1.7188524007797241,10.04637622833252,7.0463762283325195,True,-0.05750516802072525,10.0,1.0,2.0,10.0,2.0,-0.040316663682460785,0.05,1.0,1.0,200,delay_hard_output_soft_credit_level0d_v1,False,,8,8.0,8.0,5.0,8.0,False
synaptic_current,0.01,True,hard_plus_current_lam_0p01,compatibility_candidate,,False,10.856110572814941,8.0,3.8077504634857178,10.75961971282959,7.759620189666748,0.16055676341056824,11.0,1.0,3.0,2.759620189666748,10.802563667297363,0.19863426685333252,-4.169172029833135e-08,1.0,0.4035739004611969,10.856110572814941,7.856110095977783,True,-0.0030272917356342077,11.0,1.0,3.0,10.872686386108398,4.0,0.0010084473760798573,0.05,1.0,1.0,200,delay_hard_output_soft_credit_level0d_v1,False,,8,8.0,8.0,5.0,8.0,False
synaptic_current,0.01,True,hard_plus_current_lam_0p01,compatibility_candidate,96,False,3.1438896656036377,10.0,0.00787748396396637,9.874481201171875,6.874481201171875,0.0,10.0,1.0,0.0,0.125518798828125,9.887283325195312,7.877483585616574e-05,-0.0012139800237491727,1.0,-0.9687795639038086,3.1438896656036377,0.1438896805047989,False,-0.022117862477898598,3.0,1.0,7.0,3.0,-4.0,-0.03180566057562828,0.05,1.0,1.0,200,delay_hard_output_soft_credit_level0d_v1,True,,10,10.0,10.0,7.0,10.0,False
synaptic_current,0.01,True,hard_plus_current_lam_0p01,compatibility_candidate,82,False,3.9536232948303223,10.0,0.014195794239640236,9.831501960754395,6.8315019607543945,0.0,10.0,1.0,0.0,0.16849803924560547,9.853793144226074,0.00014195793482940644,-0.0016813140828162432,1.0,-5.078646659851074,3.9536232948303223,0.953623354434967,False,-0.05902388319373131,4.0,1.0,6.0,3.955491065979004,-2.0,-0.10981034487485886,0.05,1.0,1.0,200,delay_hard_output_soft_credit_level0d_v1,True,,10,10.0,10.0,7.0,10.0,False
synaptic_current,0.01,True,hard_plus_current_lam_0p01,compatibility_candidate,38,False,7.0,10.0,0.0021880182903259993,9.93384838104248,6.9338483810424805,0.0,10.0,1.0,0.0,0.06615161895751953,9.937583923339844,2.1880181520828046e-05,-0.0006112849805504084,1.0,-6.0,7.0,4.0,False,-0.16777074337005615,7.0,1.0,3.0,7.0,0.0,-0.22777074575424194,0.05,1.0,1.0,200,delay_hard_output_soft_credit_level0d_v1,True,,10,10.0,10.0,7.0,10.0,False
synaptic_current,0.01,True,hard_plus_current_lam_0p01,compatibility_candidate,0,False,10.04637622833252,10.0,1.8189894035458565e-12,10.000001907348633,7.000001907348633,0.0,10.0,1.0,0.0,1.9073486328125e-06,10.0,1.818989362888275e-14,1.6689282844595255e-08,1.0,0.038953665643930435,10.04637622833252,7.0463762283325195,False,0.0,10.0,1.0,0.0,10.0,2.0,0.00038953666808083653,0.05,1.0,1.0,200,delay_hard_output_soft_credit_level0d_v1,True,,10,10.0,10.0,7.0,10.0,False
synaptic_current,0.01,True,hard_plus_current_lam_0p01,compatibility_candidate,25,False,10.856110572814941,10.0,2.6266206987202168e-09,10.000072479248047,7.000072479248047,0.0,10.0,1.0,0.0,7.2479248046875e-05,10.0,2.6266206223923838e-11,6.341538210108411e-07,1.0,0.12097002565860748,10.856110572814941,7.856110095977783,False,0.006925386842340231,11.0,1.0,1.0,10.872686386108398,4.0,0.008135086856782436,0.05,1.0,1.0,200,delay_hard_output_soft_credit_level0d_v1,True,,10,10.0,10.0,7.0,10.0,False
