complete,convergence_step,direct_delay_supervision,final_delay_steps,final_loss,final_nominal_delay_error_steps,final_normalized_trace_w1_steps,final_output_trace_mass,final_raw_gradient,final_trace_centroid,final_trace_centroid_error_steps,initial_delay_jacobian,initial_delay_space_gradient,initial_delay_steps,initial_normalized_trace_w1_steps,initial_output_trace_mass,initial_parameter_value,initial_raw_gradient,initial_trace_centroid,initialization_label_raw,learning_rate,maximum_hard_spike_count,objective,objective_role,optimizer_steps,parameterization,path,path_valid,protocol_id,recovered_within_0p1_w1_step,stochastic_seed,target_arrival_step,target_nominal_delay_steps,target_trace_centroid,test_split_opened
True,,False,0.5665776133537292,0.20668856799602509,6.433422386646271,6.433422088623047,1.0,3.2782554626464844e-07,3.566577672958374,6.433422327041626,1.0,-0.06155809760093689,0.1438896805047989,6.856110572814941,1.0,0.14388967969673247,-0.06155809760093689,3.1438896656036377,-4.0,0.01,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,direct,buffer_current,True,delay_soft_trace_credit_level0c_v1,False,,10,7.0,10.0,False
True,,False,0.566592276096344,0.20668856799602509,6.433407723903656,6.433407783508301,1.0,2.4437904357910156e-06,3.566592216491699,6.433407783508301,1.0,0.056367963552474976,0.953623354434967,6.046376705169678,1.0,0.9536233761769404,0.056367963552474976,3.9536232948303223,-2.0,0.01,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,direct,buffer_current,True,delay_soft_trace_credit_level0c_v1,False,,10,7.0,10.0,False
True,,False,4.754362106323242,0.12004820257425308,2.245637893676758,2.245637893676758,1.0,1.593679189682007e-05,7.754362106323242,2.245637893676758,1.0,-0.1097760945558548,4.0,3.0,1.0,4.0,-0.1097760945558548,7.0,0.0,0.01,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,direct,buffer_current,True,delay_soft_trace_credit_level0c_v1,False,,10,7.0,10.0,False
True,0,False,7.000000953674316,6.600275881396556e-14,9.5367431640625e-07,9.5367431640625e-07,1.0,1.3820012156884331e-07,10.000000953674316,9.5367431640625e-07,1.0,0.006720268167555332,7.046376705169678,0.046376705169677734,1.0,7.0463766238230585,0.006720268167555332,10.046377182006836,2.0,0.01,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,direct,buffer_current,True,delay_soft_trace_credit_level0c_v1,True,,10,7.0,10.0,False
True,109,False,7.002386569976807,4.126657699998759e-07,0.0023865699768066406,0.0023865699768066406,1.0,0.00034582597436383367,10.002386093139648,0.0023860931396484375,1.0,0.12405561655759811,7.856110095977783,0.8561100959777832,1.0,7.856110320303268,0.12405561655759811,10.856110572814941,4.0,0.01,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,direct,buffer_current,True,delay_soft_trace_credit_level0c_v1,True,,10,7.0,10.0,False
True,17,False,1.0000251531600952,4.6105293194376173e-11,2.5153160095214844e-05,2.5153160095214844e-05,1.0,3.6644946703745518e-06,4.000025272369385,2.5272369384765625e-05,1.0,-0.12468016147613525,0.1438896805047989,0.8561103343963623,1.0,0.14388967969673247,-0.12468016147613525,3.1438896656036377,-4.0,0.05,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,direct,buffer_current,True,delay_soft_trace_credit_level0c_v1,True,,4,1.0,4.0,False
True,0,False,1.000001072883606,8.14218484301854e-14,1.0728836059570312e-06,1.0728836059570312e-06,1.0,1.5377695206097997e-07,4.000000953674316,9.5367431640625e-07,1.0,-0.006754092872142792,0.953623354434967,0.04637664556503296,1.0,0.9536233761769404,-0.006754092872142792,3.9536232948303223,-2.0,0.05,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,direct,buffer_current,True,delay_soft_trace_credit_level0c_v1,True,,4,1.0,4.0,False
True,,False,4.3173627853393555,0.15493063628673553,3.3173627853393555,3.3173627853393555,1.0,-1.1622905731201172e-06,7.3173627853393555,3.3173627853393555,1.0,-0.046191051602363586,4.0,3.0,1.0,4.0,-0.046191051602363586,7.0,0.0,0.05,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,direct,buffer_current,True,delay_soft_trace_credit_level0c_v1,False,,4,1.0,4.0,False
True,,False,7.445633411407471,0.20597930252552032,6.445633411407471,6.445633411407471,1.0,-4.76837158203125e-07,10.445632934570312,6.4456329345703125,1.0,-0.05785521864891052,7.046376705169678,6.046376705169678,1.0,7.0463766238230585,-0.05785521864891052,10.046377182006836,2.0,0.05,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,direct,buffer_current,True,delay_soft_trace_credit_level0c_v1,False,,4,1.0,4.0,False
True,,False,7.4456305503845215,0.20597928762435913,6.4456305503845215,6.4456305503845215,1.0,-8.791685104370117e-07,10.44563102722168,6.44563102722168,1.0,0.059480130672454834,7.856110095977783,6.856110095977783,1.0,7.856110320303268,0.059480130672454834,10.856110572814941,4.0,0.05,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,direct,buffer_current,True,delay_soft_trace_credit_level0c_v1,False,,4,1.0,4.0,False
True,,False,0.631306529045105,0.1789426952600479,4.368693470954895,4.3686933517456055,1.0,-8.642673492431641e-07,3.6313066482543945,4.3686933517456055,1.0,-0.07098612189292908,0.1438896805047989,4.856110572814941,1.0,0.14388967969673247,-0.07098612189292908,3.1438896656036377,-4.0,0.05,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,direct,buffer_current,True,delay_soft_trace_credit_level0c_v1,False,,8,5.0,8.0,False
True,,False,0.6313199996948242,0.1789427101612091,4.368680000305176,4.368680000305176,1.0,1.1026859283447266e-06,3.631319999694824,4.368680000305176,1.0,0.04693993926048279,0.953623354434967,4.046376705169678,1.0,0.9536233761769404,0.04693993926048279,3.9536232948303223,-2.0,0.05,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,direct,buffer_current,True,delay_soft_trace_credit_level0c_v1,False,,8,5.0,8.0,False
True,21,False,4.999970436096191,6.369386962301604e-11,2.956390380859375e-05,2.956390380859375e-05,1.0,-4.305842594476417e-06,7.999970436096191,2.956390380859375e-05,1.0,-0.14554288983345032,4.0,1.0,1.0,4.0,-0.14554288983345032,7.0,0.0,0.05,0.0,causal_filtered_trace,preregistered_negative_control_not_selection_eligible,200,direct,buffer_current,True,delay_soft_trace_credit_level0c_v1,True,,8,5.0,8.0,False
